aX,aY,aZ,gX,gY,gZ
-1.202,0.490,0.115,-45.593,-134.766,91.980
-1.207,0.583,0.250,-59.387,-73.059,108.093
-1.160,0.651,0.413,-65.430,-16.296,125.732
-1.076,0.708,0.546,-63.538,24.902,144.897
-0.988,0.754,0.636,-56.030,45.105,164.490
-0.890,0.770,0.668,-46.753,42.847,183.105
-0.807,0.775,0.635,-36.926,24.536,199.951
-0.750,0.785,0.556,-30.029,-2.686,214.661
-0.721,0.853,0.470,-29.602,-31.189,229.187
-0.698,0.911,0.427,-35.828,-53.772,244.019
-0.603,0.953,0.435,-48.523,-69.153,262.573
-0.471,1.021,0.462,-65.735,-78.857,287.231
-0.289,1.097,0.560,-83.618,-79.895,315.735
-0.068,1.145,0.769,-100.098,-71.167,342.102
0.201,1.149,0.991,-112.183,-59.387,362.366
0.484,1.097,1.182,-117.310,-52.185,372.437
0.814,1.084,1.343,-112.854,-47.546,369.507
1.152,1.030,1.518,-104.980,-43.152,356.506
1.428,0.953,1.679,-96.313,-36.987,337.646
1.624,0.859,1.805,-83.984,-29.236,312.927
1.768,0.769,1.907,-66.162,-18.066,283.813
1.901,0.705,1.947,-46.936,-3.662,254.639
2.017,0.619,1.954,-29.724,9.521,226.990
2.119,0.532,1.940,-16.724,19.714,202.576
2.233,0.488,1.958,-5.310,24.719,179.932
2.361,0.454,1.974,4.639,28.992,161.377
2.460,0.394,1.975,13.000,33.020,145.813
2.527,0.337,1.958,20.874,33.997,129.272
2.515,0.274,1.899,29.907,32.349,112.427
2.489,0.237,1.823,39.307,28.931,95.154
2.641,0.196,1.827,47.913,24.597,78.308
2.309,0.209,1.530,53.772,27.954,64.087
2.377,0.078,1.517,58.716,60.669,45.715
2.254,0.111,1.421,64.697,56.335,30.518
2.130,0.064,1.345,65.674,65.369,13.062
2.006,0.027,1.284,67.749,78.735,-3.723
1.859,0.009,1.209,70.129,84.106,-15.747
1.729,-0.011,1.118,71.716,94.299,-24.597
1.654,-0.030,1.065,71.533,108.032,-31.311
1.585,-0.070,1.035,70.435,114.685,-38.208
1.499,-0.104,0.990,70.313,115.051,-47.363
1.396,-0.135,0.932,71.594,113.708,-57.617
1.282,-0.179,0.854,73.303,113.403,-67.627
1.171,-0.210,0.783,75.378,117.126,-77.637
1.083,-0.227,0.725,76.416,125.061,-85.938
1.012,-0.240,0.674,76.172,134.521,-92.163
0.960,-0.249,0.628,75.806,144.531,-96.497
0.927,-0.253,0.588,75.256,153.015,-99.304
0.903,-0.257,0.539,74.036,158.264,-100.891
0.877,-0.266,0.484,70.679,159.058,-101.196
0.849,-0.275,0.446,65.063,156.799,-100.830
0.827,-0.279,0.417,58.411,152.588,-99.548
0.823,-0.277,0.400,53.040,147.522,-97.839
0.819,-0.293,0.380,50.110,140.320,-96.985
0.818,-0.306,0.334,47.607,130.798,-98.450
0.803,-0.301,0.281,45.044,120.361,-101.013
0.786,-0.286,0.234,42.175,112.488,-103.943
0.762,-0.264,0.182,38.757,108.337,-107.239
0.714,-0.245,0.133,34.119,106.323,-110.413
0.647,-0.229,0.092,29.053,106.750,-112.488
0.584,-0.225,0.053,24.658,108.643,-113.464
0.538,-0.209,0.019,20.142,111.450,-114.258
0.482,-0.178,-0.017,15.381,112.671,-112.854
0.428,-0.143,-0.066,9.766,115.356,-107.483
0.404,-0.125,-0.092,3.967,119.507,-98.145
0.392,-0.093,-0.115,-3.540,119.812,-86.609
0.384,-0.083,-0.135,-14.038,114.319,-75.012
0.381,-0.082,-0.138,-26.672,102.783,-65.125
0.359,-0.067,-0.133,-39.124,87.341,-57.739
0.321,-0.034,-0.126,-48.950,71.838,-51.147
0.287,-0.010,-0.118,-55.359,58.838,-44.312
0.260,0.018,-0.110,-58.105,49.438,-36.865
0.246,0.048,-0.112,-58.960,43.762,-29.114
0.242,0.069,-0.118,-59.570,39.673,-20.874
0.252,0.093,-0.132,-59.937,35.156,-13.184
0.258,0.103,-0.160,-61.707,30.151,-6.104
0.271,0.108,-0.191,-65.979,25.879,0.244
0.272,0.109,-0.214,-72.083,22.278,5.249
0.259,0.104,-0.226,-78.918,20.203,8.789
0.254,0.095,-0.223,-84.595,20.630,11.719
0.249,0.089,-0.210,-88.135,21.606,15.137
0.238,0.087,-0.205,-90.149,20.996,18.311
0.223,0.104,-0.196,-92.163,18.921,21.240
0.210,0.126,-0.192,-95.154,15.076,24.963
0.193,0.138,-0.183,-99.915,9.094,30.701
0.173,0.168,-0.158,-107.239,2.075,36.682
0.155,0.224,-0.115,-115.417,-3.601,42.114
0.144,0.286,-0.053,-122.498,-6.042,48.279
0.161,0.345,0.003,-129.272,-6.042,56.030
0.204,0.416,0.056,-134.888,-3.357,65.063
0.267,0.484,0.117,-138.855,0.854,74.341
0.343,0.568,0.236,-140.686,4.944,83.069
0.442,0.597,0.325,-143.127,6.653,91.248
0.520,0.579,0.389,-144.836,3.845,98.328
0.612,0.546,0.448,-142.700,-1.831,101.440
0.696,0.512,0.479,-136.780,-7.996,102.478
0.765,0.524,0.489,-131.348,-17.639,100.708
0.812,0.553,0.486,-127.930,-29.297,97.412
-0.167,-0.603,0.174,92.712,18.616,-107.910
-0.233,-0.579,0.176,78.430,27.649,-103.455
-0.266,-0.577,0.203,65.430,33.508,-96.252
-0.322,-0.558,0.242,54.688,33.508,-86.426
-0.331,-0.532,0.293,46.143,28.931,-75.439
-0.382,-0.488,0.366,40.344,16.785,-61.401
-0.420,-0.451,0.415,37.842,-1.587,-46.387
-0.452,-0.412,0.463,38.513,-21.851,-33.081
-0.477,-0.380,0.494,41.321,-42.969,-21.240
-0.503,-0.356,0.509,45.715,-60.486,-10.864
-0.520,-0.333,0.503,52.124,-74.585,-2.869
-0.522,-0.296,0.470,58.594,-85.266,4.150
-0.544,-0.256,0.419,63.110,-91.492,8.484
-0.556,-0.195,0.379,64.026,-91.614,9.216
-0.598,-0.136,0.335,59.387,-84.656,8.362
-0.641,-0.076,0.334,51.941,-70.251,7.080
-0.707,0.006,0.381,43.823,-51.147,7.324
-0.753,0.113,0.494,38.635,-30.151,12.207
-0.773,0.211,0.592,37.720,-11.597,21.179
-0.810,0.296,0.664,40.039,-0.488,34.058
-0.806,0.389,0.706,42.664,3.479,47.974
-0.812,0.478,0.733,42.542,-0.122,63.416
-0.823,0.563,0.734,38.818,-7.080,80.505
-0.847,0.654,0.731,32.959,-14.404,100.464
-0.859,0.723,0.758,25.940,-21.362,124.512
-0.840,0.787,0.786,20.264,-30.884,153.381
-0.779,0.867,0.787,16.113,-44.128,183.960
-0.693,0.929,0.793,13.000,-57.800,213.257
-0.604,0.982,0.816,11.841,-70.251,238.281
-0.519,1.073,0.882,11.230,-85.266,259.644
-0.404,1.164,0.937,12.207,-101.379,280.090
-0.267,1.263,0.961,14.282,-117.676,300.903
-0.103,1.342,0.998,13.855,-129.150,322.266
0.123,1.341,1.032,11.108,-129.944,342.163
0.375,1.297,1.056,8.179,-121.704,358.093
0.580,1.262,1.074,5.005,-109.985,366.760
0.774,1.212,1.117,3.357,-96.130,367.676
0.963,1.196,1.198,2.930,-80.688,365.540
1.204,1.176,1.322,4.333,-65.369,361.389
1.556,1.134,1.396,7.324,-48.828,355.957
1.891,1.051,1.474,14.099,-32.104,350.647
2.236,1.003,1.532,23.804,-15.991,339.600
2.569,0.915,1.594,32.837,0.000,322.998
2.854,0.751,1.592,41.931,14.465,302.307
3.006,0.580,1.514,53.894,24.963,273.682
3.044,0.434,1.394,67.261,31.433,235.596
2.997,0.327,1.227,79.712,39.856,194.458
2.948,0.245,1.059,90.942,56.702,158.508
2.927,0.185,0.940,100.525,79.346,128.418
2.937,0.159,0.859,106.873,100.159,105.774
2.932,0.120,0.787,108.398,107.666,90.027
2.898,0.079,0.694,104.553,98.633,77.393
2.848,0.041,0.631,98.206,78.552,65.857
2.743,0.051,0.561,89.783,52.490,55.969
2.643,0.019,0.551,79.773,40.344,47.485
2.531,-0.022,0.538,71.594,35.645,39.368
2.405,-0.088,0.548,65.918,40.222,28.870
2.268,-0.143,0.557,63.721,49.988,12.390
2.117,-0.159,0.542,63.538,60.242,-9.094
1.928,-0.169,0.541,62.256,70.740,-33.264
1.736,-0.198,0.539,60.364,84.167,-56.030
1.557,-0.222,0.546,60.486,100.220,-74.951
1.418,-0.238,0.553,61.707,117.310,-88.989
1.297,-0.248,0.546,62.744,132.446,-98.145
1.217,-0.278,0.544,62.073,146.851,-103.699
1.167,-0.289,0.512,59.326,159.790,-106.995
1.156,-0.320,0.502,55.847,173.828,-106.873
1.162,-0.341,0.470,51.514,182.007,-103.821
1.144,-0.377,0.463,45.593,182.617,-98.938
1.152,-0.396,0.454,40.161,174.316,-94.910
1.152,-0.403,0.439,35.950,160.156,-92.224
1.152,-0.403,0.400,32.776,143.738,-92.041
1.102,-0.403,0.347,30.212,126.465,-95.032
1.041,-0.392,0.281,28.015,112.610,-99.487
0.986,-0.374,0.223,26.733,105.408,-104.797
0.923,-0.372,0.191,25.879,104.187,-109.436
0.856,-0.347,0.172,23.926,105.469,-112.976
0.762,-0.316,0.126,21.118,107.056,-116.089
0.694,-0.292,0.091,19.043,106.323,-118.774
0.606,-0.244,0.024,16.174,104.309,-120.239
0.526,-0.216,-0.036,12.695,107.361,-117.065
0.474,-0.177,-0.087,8.362,111.206,-112.366
0.425,-0.157,-0.137,2.502,112.427,-105.225
0.383,-0.136,-0.166,-4.272,111.389,-97.229
0.350,-0.111,-0.195,-11.963,107.300,-89.417
0.322,-0.097,-0.233,-19.714,100.525,-81.360
0.297,-0.067,-0.265,-26.306,91.187,-72.876
0.293,-0.021,-0.274,-31.189,80.627,-65.796
0.297,0.024,-0.267,-36.621,70.984,-60.303
0.298,0.058,-0.274,-42.419,61.890,-57.129
0.269,0.104,-0.297,-48.035,54.077,-55.237
0.232,0.148,-0.307,-53.467,52.551,-52.490
0.195,0.182,-0.319,-57.922,57.739,-47.974
0.169,0.247,-0.301,-61.707,67.322,-41.992
0.162,0.305,-0.296,-66.650,77.881,-34.424
0.161,0.342,-0.288,-72.449,88.135,-24.170
0.176,0.369,-0.261,-78.613,96.436,-13.123
0.191,0.387,-0.224,-84.534,101.257,-3.784
0.197,0.404,-0.183,-88.379,101.624,4.395
0.193,0.415,-0.134,-90.210,95.947,11.230
0.173,0.408,-0.094,-91.187,84.839,17.090
0.166,0.406,-0.077,-90.210,71.655,22.766
0.173,0.423,-0.080,-86.365,57.617,28.564
0.172,0.434,-0.085,-82.703,43.701,35.950
0.171,0.431,-0.094,-81.543,33.325,44.556
0.174,0.431,-0.106,-81.421,26.794,53.650
0.179,0.432,-0.116,-80.200,23.437,62.561
0.193,0.429,-0.128,-78.430,24.780,71.350
0.213,0.415,-0.136,-76.782,30.640,80.017
0.240,0.400,-0.133,-74.524,38.452,87.769
0.286,0.387,-0.138,-71.777,45.471,94.727
0.338,0.376,-0.150,-69.580,48.401,100.891
0.379,0.375,-0.157,-69.275,44.983,105.103
0.390,0.365,-0.167,-72.449,36.865,108.459
0.396,0.357,-0.170,-77.881,23.865,111.938
0.372,0.372,-0.168,-83.923,8.789,116.943
0.408,0.395,-0.153,-88.989,-4.272,123.291
0.423,0.386,-0.154,-93.811,-16.541,132.874
0.460,0.391,-0.144,-99.304,-25.024,142.700
